instance_id,label,volume_m3,rate_per_m3,handling_multiplier,min_charge,line_subtotal,currency,note
0,book,0.0261,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0141,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0223,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,book,0.0090,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,book,0.0122,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,bookshelf,0.8828,36000,1.10,40000,40000,KRW,
6,book,0.0518,15000,1.00,0,777,KRW,rate from 'default'
7,book,0.0341,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,book,0.2075,15000,1.00,0,3113,KRW,rate from 'default'
0,bookshelf,0.9801,36000,1.10,40000,40000,KRW,
0,ceiling,0.1237,0,0.00,0,0,KRW,excluded (non-movable)
1,clothes,0.4723,15000,1.00,0,7084,KRW,rate from 'default'
2,clothes,0.2140,15000,1.00,0,3210,KRW,rate from 'default'
3,clothes,0.3317,15000,1.00,0,4975,KRW,rate from 'default'
4,shelf,0.0892,32000,1.05,30000,30000,KRW,
5,doorframe,0.3315,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.0027,0,0.00,0,0,KRW,excluded (non-movable)
1,door,0.0979,0,0.00,0,0,KRW,excluded (non-movable)
2,door,0.5137,0,0.00,0,0,KRW,excluded (non-movable)
3,doorframe,0.0091,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.0946,0,0.00,0,0,KRW,excluded (non-movable)
1,clothes,0.0700,15000,1.00,0,1050,KRW,rate from 'default'
2,clothes,0.0979,15000,1.00,0,1468,KRW,rate from 'default'
3,shelf,1.5020,32000,1.05,30000,50466,KRW,
4,sign,0.1743,15000,1.00,0,2615,KRW,rate from 'default'
0,bookshelf,0.4906,36000,1.10,40000,40000,KRW,
1,book,0.1812,15000,1.00,0,2718,KRW,rate from 'default'
0,sink,0.0766,15000,1.00,0,1150,KRW,rate from 'default'
1,cabinet,0.1111,36000,1.10,40000,40000,KRW,
2,kitchen cabinet,0.1071,15000,1.00,0,1606,KRW,rate from 'default'
0,ceiling,0.3168,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.4231,32000,1.05,30000,30000,KRW,
0,shelf,0.3932,32000,1.05,30000,30000,KRW,
1,cabinet,0.3390,36000,1.10,40000,40000,KRW,
2,table,0.1480,40000,1.05,35000,35000,KRW,
0,book,0.0261,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0141,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0223,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,book,0.0090,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,book,0.0122,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,bookshelf,0.8828,36000,1.10,40000,40000,KRW,
6,book,0.0518,15000,1.00,0,777,KRW,rate from 'default'
7,book,0.0341,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,book,0.2075,15000,1.00,0,3113,KRW,rate from 'default'
0,bookshelf,0.4621,36000,1.10,40000,40000,KRW,
1,book,0.1114,15000,1.00,0,1671,KRW,rate from 'default'
2,book,0.0363,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,bookshelf,0.4906,36000,1.10,40000,40000,KRW,
1,book,0.1812,15000,1.00,0,2718,KRW,rate from 'default'
0,ceiling,0.3363,0,0.00,0,0,KRW,excluded (non-movable)
1,bookshelf,0.1470,36000,1.10,40000,40000,KRW,
0,ceiling,0.1995,0,0.00,0,0,KRW,excluded (non-movable)
1,ceiling,0.1807,0,0.00,0,0,KRW,excluded (non-movable)
2,light switch,0.0315,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,bookshelf,1.1184,36000,1.10,40000,44289,KRW,
4,shelf,0.1741,32000,1.05,30000,30000,KRW,
5,shelf,0.5425,32000,1.05,30000,30000,KRW,
0,pillow,0.0336,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,ceiling,2.0144,0,0.00,0,0,KRW,excluded (non-movable)
2,pillow,0.0225,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,curtain,1.1695,18000,1.00,8000,21050,KRW,
4,object,0.0117,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,bed,4.4598,38000,1.10,45000,186418,KRW,
6,dresser,0.5407,15000,1.00,0,8111,KRW,rate from 'default'
7,bed,3.1569,38000,1.10,45000,131959,KRW,
8,clothes,0.0282,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
9,backpack,0.0279,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,curtain,0.1575,18000,1.00,8000,8000,KRW,
1,cabinet,0.5277,36000,1.10,40000,40000,KRW,
2,shelf,0.4332,32000,1.05,30000,30000,KRW,
3,object,0.0398,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,ceiling,0.0496,0,0.00,0,0,KRW,excluded (non-movable)
1,door,0.0934,0,0.00,0,0,KRW,excluded (non-movable)
2,shelf,1.8359,32000,1.05,30000,61686,KRW,
3,doorframe,0.9447,0,0.00,0,0,KRW,excluded (non-movable)
4,shelf,0.1598,32000,1.05,30000,30000,KRW,
5,box,0.5801,25000,1.00,8000,14503,KRW,
6,doorframe,0.1573,0,0.00,0,0,KRW,excluded (non-movable)
0,shelf,1.6546,32000,1.05,30000,55595,KRW,
1,radiator,0.1921,0,0.00,0,0,KRW,excluded (non-movable)
2,door,0.3052,0,0.00,0,0,KRW,excluded (non-movable)
3,ceiling,0.3305,0,0.00,0,0,KRW,excluded (non-movable)
4,doorframe,0.4301,0,0.00,0,0,KRW,excluded (non-movable)
0,shelf,0.2089,32000,1.05,30000,30000,KRW,
1,trash can,0.1032,15000,1.00,0,1549,KRW,rate from 'default'
0,book,0.0351,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.1663,15000,1.00,0,2494,KRW,rate from 'default'
2,book,0.0747,15000,1.00,0,1120,KRW,rate from 'default'
3,bookshelf,1.0877,36000,1.10,40000,43074,KRW,
4,book,0.2769,15000,1.00,0,4154,KRW,rate from 'default'
5,book,0.7557,15000,1.00,0,11336,KRW,rate from 'default'
6,bookshelf,1.6962,36000,1.10,40000,67168,KRW,
0,pillow,0.0319,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,couch,5.7441,42000,1.15,55000,277441,KRW,
2,curtain,0.3995,18000,1.00,8000,8000,KRW,
3,curtain,0.6250,18000,1.00,8000,11249,KRW,
4,pillow,0.1655,18000,1.00,5000,5000,KRW,
5,blanket,0.4188,15000,1.00,0,6282,KRW,rate from 'default'
6,curtain,1.4896,18000,1.00,8000,26813,KRW,
7,pillow,0.1354,18000,1.00,5000,5000,KRW,
0,book,0.0856,15000,1.00,0,1283,KRW,rate from 'default'
1,book,0.0274,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0038,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,book,0.0159,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,book,0.0178,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,book,0.0334,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,book,0.2497,15000,1.00,0,3745,KRW,rate from 'default'
7,book,0.0537,15000,1.00,0,805,KRW,rate from 'default'
8,book,0.1692,15000,1.00,0,2538,KRW,rate from 'default'
9,book,0.1810,15000,1.00,0,2714,KRW,rate from 'default'
10,book,0.0172,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
11,bookshelf,1.5424,36000,1.10,40000,61079,KRW,
12,book,0.3489,15000,1.00,0,5233,KRW,rate from 'default'
13,book,0.3298,15000,1.00,0,4946,KRW,rate from 'default'
14,bookshelf,1.2719,36000,1.10,40000,50367,KRW,
15,book,0.0201,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
16,picture,0.0043,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
17,book,0.0315,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
18,book,0.0570,15000,1.00,0,855,KRW,rate from 'default'
0,door,0.0132,0,0.00,0,0,KRW,excluded (non-movable)
1,ceiling,0.0027,0,0.00,0,0,KRW,excluded (non-movable)
2,doorframe,0.0345,0,0.00,0,0,KRW,excluded (non-movable)
3,shelf,0.2612,32000,1.05,30000,30000,KRW,
0,shelf,0.9778,32000,1.05,30000,32854,KRW,
1,bed,1.4038,38000,1.10,45000,58680,KRW,
2,box,0.2798,25000,1.00,8000,8000,KRW,
3,bookshelf,2.0278,36000,1.10,40000,80300,KRW,
4,shelf,1.7057,32000,1.05,30000,57313,KRW,
0,door,0.0437,0,0.00,0,0,KRW,excluded (non-movable)
1,cabinet,0.0838,36000,1.10,40000,40000,KRW,
2,shelf,0.2148,32000,1.05,30000,30000,KRW,
3,cabinet,0.1006,36000,1.10,40000,40000,KRW,
4,bag,0.0022,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,pillow,0.1499,18000,1.00,5000,5000,KRW,
6,clothes,0.1278,15000,1.00,0,1917,KRW,rate from 'default'
7,doorframe,0.0366,0,0.00,0,0,KRW,excluded (non-movable)
8,book,0.0148,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
9,rack,0.0316,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,tv,0.2071,60000,1.30,35000,35000,KRW,
1,shelf,0.2295,32000,1.05,30000,30000,KRW,
2,pillow,0.0306,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,ledge,0.5073,15000,1.00,0,7609,KRW,rate from 'default'
4,box,0.2844,25000,1.00,8000,8000,KRW,
5,clothes,0.0294,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,bookshelf,0.6079,36000,1.10,40000,40000,KRW,
0,shelf,0.6864,32000,1.05,30000,30000,KRW,
1,counter,1.1792,15000,1.00,0,17687,KRW,rate from 'default'
0,ceiling,42.6668,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.9049,32000,1.05,30000,30405,KRW,
2,shelf,1.4412,32000,1.05,30000,48426,KRW,
3,container,0.0226,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,blackboard,20.5712,15000,1.00,0,308568,KRW,rate from 'default'
0,book,0.0690,15000,1.00,0,1035,KRW,rate from 'default'
1,sign,0.0317,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,bookshelf,0.4023,36000,1.10,40000,40000,KRW,
0,book,0.0893,15000,1.00,0,1340,KRW,rate from 'default'
1,sign,0.0127,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0502,15000,1.00,0,752,KRW,rate from 'default'
3,bookshelf,1.0247,36000,1.10,40000,40579,KRW,
4,door,0.0123,0,0.00,0,0,KRW,excluded (non-movable)
5,doorframe,0.0284,0,0.00,0,0,KRW,excluded (non-movable)
6,book,0.0992,15000,1.00,0,1488,KRW,rate from 'default'
0,pillow,0.0150,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,pillow,0.2434,18000,1.00,5000,5000,KRW,
2,shelf,0.5273,32000,1.05,30000,30000,KRW,
3,pillow,0.0657,18000,1.00,5000,5000,KRW,
4,dresser,1.8225,15000,1.00,0,27337,KRW,rate from 'default'
5,blanket,0.4783,15000,1.00,0,7175,KRW,rate from 'default'
6,picture,0.0269,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
7,pillow,0.3396,18000,1.00,5000,6113,KRW,
8,clothes,2.9539,15000,1.00,0,44309,KRW,rate from 'default'
9,picture,0.0214,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
10,mirror,0.0579,55000,1.60,25000,25000,KRW,
0,clothes,0.2302,15000,1.00,0,3453,KRW,rate from 'default'
1,shelf,0.0956,32000,1.05,30000,30000,KRW,
2,doorframe,0.4627,0,0.00,0,0,KRW,excluded (non-movable)
0,clothes,0.1752,15000,1.00,0,2627,KRW,rate from 'default'
1,doorframe,0.0242,0,0.00,0,0,KRW,excluded (non-movable)
2,stuffed animal,0.1593,15000,1.00,0,2389,KRW,rate from 'default'
3,shelf,0.1081,32000,1.05,30000,30000,KRW,
4,bag,0.0380,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,clothes,0.1415,15000,1.00,0,2123,KRW,rate from 'default'
6,closet wall,0.1506,15000,1.00,0,2259,KRW,rate from 'default'
0,book,0.0663,15000,1.00,0,994,KRW,rate from 'default'
1,book,0.0174,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.1167,15000,1.00,0,1750,KRW,rate from 'default'
0,ceiling,0.1485,0,0.00,0,0,KRW,excluded (non-movable)
1,door,0.0299,0,0.00,0,0,KRW,excluded (non-movable)
2,book,0.0865,15000,1.00,0,1298,KRW,rate from 'default'
3,book,0.0168,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,door,0.0373,0,0.00,0,0,KRW,excluded (non-movable)
5,book,0.0420,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,doorframe,0.1605,0,0.00,0,0,KRW,excluded (non-movable)
7,book,0.0722,15000,1.00,0,1084,KRW,rate from 'default'
8,bookshelf,0.6756,36000,1.10,40000,40000,KRW,
9,book,0.1116,15000,1.00,0,1674,KRW,rate from 'default'
0,shelf,0.4938,32000,1.05,30000,30000,KRW,
1,book,0.3159,15000,1.00,0,4739,KRW,rate from 'default'
0,book,0.0759,15000,1.00,0,1138,KRW,rate from 'default'
1,bookshelf,0.6181,36000,1.10,40000,40000,KRW,
2,bookshelf,0.5321,36000,1.10,40000,40000,KRW,
0,shelf,0.3498,32000,1.05,30000,30000,KRW,
1,ceiling,0.3767,0,0.00,0,0,KRW,excluded (non-movable)
2,picture,0.0473,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,stairs,0.0435,0,0.00,0,0,KRW,excluded (non-movable)
4,doorframe,0.0642,0,0.00,0,0,KRW,excluded (non-movable)
0,book,0.0638,15000,1.00,0,957,KRW,rate from 'default'
1,book,0.0400,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,door,0.0977,0,0.00,0,0,KRW,excluded (non-movable)
3,bookshelf,0.3915,36000,1.10,40000,40000,KRW,
0,bookshelf,0.9801,36000,1.10,40000,40000,KRW,
0,book,0.0334,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0370,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,door,0.0859,0,0.00,0,0,KRW,excluded (non-movable)
3,bookshelf,0.3293,36000,1.10,40000,40000,KRW,
0,ceiling,0.0027,0,0.00,0,0,KRW,excluded (non-movable)
1,door,0.0979,0,0.00,0,0,KRW,excluded (non-movable)
2,door,0.5137,0,0.00,0,0,KRW,excluded (non-movable)
3,doorframe,0.0091,0,0.00,0,0,KRW,excluded (non-movable)
0,pillow,0.0306,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,doorframe,0.0826,0,0.00,0,0,KRW,excluded (non-movable)
2,ceiling,0.8863,0,0.00,0,0,KRW,excluded (non-movable)
3,sign,0.0174,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,clothes,0.0927,15000,1.00,0,1391,KRW,rate from 'default'
5,shelf,0.1268,32000,1.05,30000,30000,KRW,
6,box,0.0346,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
7,storage bin,0.0443,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,door,0.0248,0,0.00,0,0,KRW,excluded (non-movable)
0,sink,0.0766,15000,1.00,0,1150,KRW,rate from 'default'
1,cabinet,0.1111,36000,1.10,40000,40000,KRW,
2,kitchen cabinet,0.1071,15000,1.00,0,1606,KRW,rate from 'default'
0,shelf,0.9010,32000,1.05,30000,30274,KRW,
1,shelf,1.0575,32000,1.05,30000,35530,KRW,
2,box,0.0149,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,shelf,0.1500,32000,1.05,30000,30000,KRW,
4,shelf,0.4454,32000,1.05,30000,30000,KRW,
5,shelf,0.0941,32000,1.05,30000,30000,KRW,
0,shelf,0.3932,32000,1.05,30000,30000,KRW,
1,cabinet,0.3390,36000,1.10,40000,40000,KRW,
2,table,0.1480,40000,1.05,35000,35000,KRW,
0,table,0.0005,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,bookshelf,0.2322,36000,1.10,40000,40000,KRW,
0,bookshelf,0.4621,36000,1.10,40000,40000,KRW,
1,book,0.1114,15000,1.00,0,1671,KRW,rate from 'default'
2,book,0.0363,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,ceiling,0.3363,0,0.00,0,0,KRW,excluded (non-movable)
1,bookshelf,0.1470,36000,1.10,40000,40000,KRW,
0,shelf,0.1791,32000,1.05,30000,30000,KRW,
1,table,0.0670,40000,1.05,35000,35000,KRW,
0,ceiling,0.0605,0,0.00,0,0,KRW,excluded (non-movable)
1,doorframe,0.0978,0,0.00,0,0,KRW,excluded (non-movable)
2,shelf,0.4255,32000,1.05,30000,30000,KRW,
3,cabinet,0.7529,36000,1.10,40000,40000,KRW,
4,stairs,0.6853,0,0.00,0,0,KRW,excluded (non-movable)
5,backpack,0.0334,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,monitor,0.0536,60000,1.25,18000,18000,KRW,
1,monitor,0.0743,60000,1.25,18000,18000,KRW,
2,desk,1.4715,40000,1.05,35000,61803,KRW,
3,cabinet,0.2168,36000,1.10,40000,40000,KRW,
4,printer,0.0784,15000,1.00,0,1176,KRW,rate from 'default'
0,ceiling,0.1237,0,0.00,0,0,KRW,excluded (non-movable)
1,clothes,0.4723,15000,1.00,0,7084,KRW,rate from 'default'
2,clothes,0.2140,15000,1.00,0,3210,KRW,rate from 'default'
3,clothes,0.3317,15000,1.00,0,4975,KRW,rate from 'default'
4,shelf,0.0892,32000,1.05,30000,30000,KRW,
5,doorframe,0.3315,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.0946,0,0.00,0,0,KRW,excluded (non-movable)
1,clothes,0.0700,15000,1.00,0,1050,KRW,rate from 'default'
2,clothes,0.0979,15000,1.00,0,1468,KRW,rate from 'default'
3,shelf,1.5020,32000,1.05,30000,50466,KRW,
4,sign,0.1743,15000,1.00,0,2615,KRW,rate from 'default'
0,ceiling,0.3168,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.4231,32000,1.05,30000,30000,KRW,
0,book,0.0261,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0141,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0223,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,book,0.0090,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,book,0.0122,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,bookshelf,0.8828,36000,1.10,40000,40000,KRW,
6,book,0.0518,15000,1.00,0,777,KRW,rate from 'default'
7,book,0.0341,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,book,0.2075,15000,1.00,0,3113,KRW,rate from 'default'
0,bookshelf,0.4906,36000,1.10,40000,40000,KRW,
1,book,0.1812,15000,1.00,0,2718,KRW,rate from 'default'

,total_volume_m3,292.3113,,,,,,non-movable items excluded
,items_subtotal,,,,,11505489,KRW,
,base_labor_fee,,,,,0,KRW,
,pre_vat,,,,,11505489,KRW,
,VAT,,,,,1150549,KRW,
,TOTAL,,,,,12656038,KRW,
